0,1,2,3,4,5,6
1957,rings,Jewelry Set with Natural Purple Agate Stone/Handcrafted Genuine Leather Jewellery/ Bracelet-ring with a stone,4.8421,71.00,https://www.etsy.com/listing/980306665/jewelry-set-with-natural-purple-agate?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=rings&ref=sc_gallery-81-1&plkey=ef7cc837592cc97aeac2a524112668b97a5ddec2%3A980306665&frs=1,https://i.etsystatic.com/24850877/d/il/66b3b7/2938990108/il_340x270.2938990108_ko8v.jpg?version=0
1958,rings,10k gold large india ruby ring,0.0,"1,448.00",https://www.etsy.com/listing/988605429/10k-gold-large-india-ruby-ring?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=rings&ref=sc_gallery-81-2&plkey=dc67a4c086a796aad86a1d5a102b13d3c2a7b3e0%3A988605429&frs=1,https://i.etsystatic.com/28656817/d/il/cd05ea/2969646912/il_340x270.2969646912_fnw2.jpg?version=0
1959,rings,Mushrooms jewelry holder,0.0,25.00,https://www.etsy.com/listing/961997805/mushrooms-jewelry-holder?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=rings&ref=sc_gallery-81-3&plkey=c843cff1b599b5be38a4ad499cf3b4afe71bdd39%3A961997805,https://i.etsystatic.com/27114493/d/il/489c45/2868461818/il_340x270.2868461818_rw9n.jpg?version=0
1960,rings,"Cushion Diamond, 11.48 ct J I1 Loose Solitaire Diamond, Cushion shape Diamond, Loose Diamond, Natural Diamond, cushion diamond ring, pendant",4.8519,"19,499.99",https://www.etsy.com/listing/963862609/cushion-diamond-1148-ct-j-i1-loose?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=rings&ref=sc_gallery-81-4&plkey=aac3289ff6df8c72d4028bdc1e7427551b9e3407%3A963862609&frs=1,https://i.etsystatic.com/11240912/d/il/741954/2876051966/il_340x270.2876051966_dsa4.jpg?version=0
1961,rings,Walnut ring box- Hexagon,0.0,52.66,https://www.etsy.com/listing/670587713/walnut-ring-box-hexagon?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=rings&ref=sr_gallery-81-1&organic_search_click=1&frs=1,https://i.etsystatic.com/19210816/c/3000/2199/0/0/il/c692e4/1776314611/il_340x270.1776314611_8u8w.jpg
1962,rings,"Maya tribal septum ring 18G-1mm, 16G-1,2mm, 14G- 1,6mm, daith septum, helix piercing.",4.8186,20.76,https://www.etsy.com/listing/514859815/maya-tribal-septum-ring-18g-1mm-16g-12mm?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=rings&ref=sr_gallery-81-2&organic_search_click=1,https://i.etsystatic.com/10479241/d/il/b838b0/1397730476/il_340x270.1397730476_s6bh.jpg?version=0
1963,rings,Beech Wood Proposal Ring Box,5.0,32.00,https://www.etsy.com/listing/757173770/beech-wood-proposal-ring-box?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=rings&ref=sr_gallery-81-3&organic_search_click=1&frs=1,https://i.etsystatic.com/10722050/d/il/b0eabf/2560493675/il_340x270.2560493675_knmz.jpg?version=1
1964,rings,"Rose Gold Hinged Segment Ring 16g/1.2mm, Septum Clicker, Ear Cartilage, Rook, Daith, Tragus, Nose, Eyebrow, Lip, 3 Sizes",4.9167,12.23,https://www.etsy.com/listing/947932347/rose-gold-hinged-segment-ring-16g12mm?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=rings&ref=sr_gallery-81-4&organic_search_click=1,https://i.etsystatic.com/27297971/d/il/cd13d9/2862821261/il_340x270.2862821261_sh1a.jpg?version=0
1965,rings,"Decoupage Cat Ring Display, Cat Ring Holder, Cat Jewellery holder, Cat lovers gift",4.9158,14.31,https://www.etsy.com/listing/878414164/decoupage-cat-ring-display-cat-ring?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=rings&ref=sr_gallery-81-5&organic_search_click=1&sca=1,https://i.etsystatic.com/20205528/d/il/bc60ba/2934733895/il_340x270.2934733895_n8a9.jpg?version=0
1966,rings,Tiny Gemstones Crystal Septum Ring- Septum Clicker- Hinged Septum Ring- Black Septum Ring- Anodized Surgical Steel- 16 Gauge Hoop,4.726,12.93,https://www.etsy.com/listing/950687487/tiny-gemstones-crystal-septum-ring?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=rings&ref=sr_gallery-81-6&organic_search_click=1&pro=1&frs=1,https://i.etsystatic.com/20083126/d/il/cd0412/2873190025/il_340x270.2873190025_a2zz.jpg?version=0
1967,rings,"925 Sterling Silver Set, Jewellery Set, Red Set, Silver Set, Tile, Diamond Set, Ring,Pendant,Silver Ring, Bridal Set,Wedding Set, Bridesmaid",4.8387,122.28,https://www.etsy.com/listing/763133211/925-sterling-silver-set-jewellery-set?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=rings&ref=sr_gallery-81-7&organic_search_click=1,https://i.etsystatic.com/18751547/c/3000/2384/0/307/il/af4ced/2125252034/il_340x270.2125252034_fqgj.jpg
1968,rings,3D Printed Dragon Ring Box,4.9041,14.39,https://www.etsy.com/listing/688873986/3d-printed-dragon-ring-box?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=rings&ref=sr_gallery-81-8&organic_search_click=1,https://i.etsystatic.com/19981821/d/il/50b5dc/1909854573/il_340x270.1909854573_op96.jpg?version=0
1969,rings,"Cushion Diamond, 11.48 ct J I1 Loose Solitaire Diamond, Cushion shape Diamond, Loose Diamond, Natural Diamond, cushion diamond ring, pendant",4.8519,"19,499.99",https://www.etsy.com/listing/963862609/cushion-diamond-1148-ct-j-i1-loose?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=rings&ref=sc_gallery-82-1&plkey=5f7a380d76853ca20fc2fec0e1b12cf673ffa0c8%3A963862609&frs=1,https://i.etsystatic.com/11240912/d/il/741954/2876051966/il_340x270.2876051966_dsa4.jpg?version=0
1970,rings,The Kila -- Pear Cut Pave Moissanite Engagement Ring in 18K Rose Gold,0.0,"1,388.67",https://www.etsy.com/listing/988492491/the-kila-pear-cut-pave-moissanite?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=rings&ref=sc_gallery-82-2&plkey=e0a34670550a1f1a8aa3bda3bcd23536b912c846%3A988492491&frs=1&col=1,https://i.etsystatic.com/28641010/d/il/4f5468/3016900691/il_340x270.3016900691_mhls.jpg?version=0
1971,rings,"Sterling Silver Septum Rings, Swirls, Hammered Crescent with ball",4.625,18.78,https://www.etsy.com/listing/599862780/sterling-silver-septum-rings-swirls?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=rings&ref=sc_gallery-82-3&plkey=07b65cabd0322ee04fe85130accbb7afefd9c53e%3A599862780,https://i.etsystatic.com/13823871/d/il/6e979c/1548930145/il_340x270.1548930145_qlz7.jpg?version=1
1972,rings,White gold ring 750 kt 18 with diamond kt 0.14,0.0,734.84,https://www.etsy.com/listing/967453429/white-gold-ring-750-kt-18-with-diamond?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=rings&ref=sc_gallery-82-4&plkey=6d0c845c19b0a11cf7e66ff81d628945dd4d6afd%3A967453429&frs=1,https://i.etsystatic.com/27987917/c/1630/1296/193/961/il/4af11c/2938002275/il_340x270.2938002275_i2ll.jpg
1973,rings,"William IV 18ct Gold, Split Pearl, Enamel, and Hair Memorial Mourning Ring, 1833",5.0,"1,798.30",https://www.etsy.com/listing/834508320/william-iv-18ct-gold-split-pearl-enamel?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=rings&ref=sr_gallery-82-1&organic_search_click=1&frs=1,https://i.etsystatic.com/17259226/d/il/0fde51/2493206943/il_340x270.2493206943_qult.jpg?version=0
1974,rings,"Floral Gillyflower Cluster Earrings, Ring & Necklace set in Fine Silver , 925 Sterling Silver Set, Flower Set",4.8387,143.86,https://www.etsy.com/listing/679288668/floral-gillyflower-cluster-earrings-ring?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=rings&ref=sr_gallery-82-2&organic_search_click=1,https://i.etsystatic.com/18751547/d/il/74c461/1822371508/il_340x270.1822371508_2wsf.jpg?version=0
1975,rings,"Personalised ring dish (jewellery dish, ring dish, gifts for her, bridesmaid gift, best friend gift)",4.9537,19.51,https://www.etsy.com/listing/846684747/personalised-ring-dish-jewellery-dish?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=rings&ref=sr_gallery-82-3&organic_search_click=1&pro=1,https://i.etsystatic.com/13839361/d/il/b730a3/2643764583/il_340x270.2643764583_s166.jpg?version=0
1976,rings,black niobium piercing ring with bronze lock 14g 16g 18g 1.6mm 1.2mm 1mm septum helix nipple earlobe nickel free hypoallergenic,4.8968,37.10,https://www.etsy.com/listing/676549850/black-niobium-piercing-ring-with-bronze?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=rings&ref=sr_gallery-82-4&organic_search_click=1,https://i.etsystatic.com/6883222/d/il/8187fd/2077607475/il_340x270.2077607475_e0by.jpg?version=0
1977,rings,"Fake Septum, Spitzer Nose Ring, Golden Septum, Brass Jewelry, NICKELFREE, Nose Piercing, Festival Jewelry, UNISEX, Open Piercing",4.9071,20.70,https://www.etsy.com/listing/779683740/fake-septum-spitzer-nose-ring-golden?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=rings&ref=sr_gallery-82-5&organic_search_click=1,https://i.etsystatic.com/19912796/c/1578/1254/101/0/il/78ef18/2317445594/il_340x270.2317445594_m9rk.jpg
1978,rings,Red Marbled Jewellery Display and Storage Set,4.9891,25.18,https://www.etsy.com/listing/923176748/red-marbled-jewellery-display-and?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=rings&ref=sr_gallery-82-6&organic_search_click=1&sca=1,https://i.etsystatic.com/13326315/d/il/c6d080/2773742172/il_340x270.2773742172_4hm3.jpg?version=0
1979,rings,"Memorial ring, 925 sterling silver ring, DNA and keepsake Jewelry, ashes jewelry",0.0,67.36,https://www.etsy.com/listing/909915770/memorial-ring-925-sterling-silver-ring?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=rings&ref=sr_gallery-82-7&organic_search_click=1&frs=1&col=1,https://i.etsystatic.com/17638367/d/il/8f3c87/2731702888/il_340x270.2731702888_509q.jpg?version=0
1980,rings,"9ct Gold Septum Ring- Fake Septum Ring- Fake Septum Piercing- Faux Septum Ring- Spring Septum Ring- Thin Nose Hoop- 8mm, 22 Gauge",4.726,19.67,https://www.etsy.com/listing/793510401/9ct-gold-septum-ring-fake-septum-ring?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=rings&ref=sr_gallery-82-8&organic_search_click=1&pro=1&frs=1,https://i.etsystatic.com/20083126/d/il/484133/2302587129/il_340x270.2302587129_suez.jpg?version=0
1981,rings,"Cushion Diamond, 11.48 ct J I1 Loose Solitaire Diamond, Cushion shape Diamond, Loose Diamond, Natural Diamond, cushion diamond ring, pendant",4.8519,"19,499.99",https://www.etsy.com/listing/963862609/cushion-diamond-1148-ct-j-i1-loose?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=rings&ref=sc_gallery-83-1&plkey=189385558979e1a3197e0a59293ea2ec853a32a2%3A963862609&frs=1,https://i.etsystatic.com/11240912/d/il/741954/2876051966/il_340x270.2876051966_dsa4.jpg?version=0
1982,rings,The Kila -- Pear Cut Pave Moissanite Engagement Ring in 18K Rose Gold,0.0,"1,388.67",https://www.etsy.com/listing/988492491/the-kila-pear-cut-pave-moissanite?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=rings&ref=sc_gallery-83-2&plkey=197e98a8076ec1e825238f5529d95852af9bb1bf%3A988492491&frs=1&col=1,https://i.etsystatic.com/28641010/d/il/4f5468/3016900691/il_340x270.3016900691_mhls.jpg?version=0
1983,rings,"Sterling Silver Septum Rings, Swirls, Hammered Crescent with ball",4.625,18.78,https://www.etsy.com/listing/599862780/sterling-silver-septum-rings-swirls?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=rings&ref=sc_gallery-83-3&plkey=fb75e2678cd32ad3af8a6644d2b64e3e7549a329%3A599862780,https://i.etsystatic.com/13823871/d/il/6e979c/1548930145/il_340x270.1548930145_qlz7.jpg?version=1
1984,rings,White gold ring 750 kt 18 with diamond kt 0.14,0.0,734.84,https://www.etsy.com/listing/967453429/white-gold-ring-750-kt-18-with-diamond?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=rings&ref=sc_gallery-83-4&plkey=f58b7d5144fe4950469406316b8d5bdd8d8ffd7c%3A967453429&frs=1,https://i.etsystatic.com/27987917/c/1630/1296/193/961/il/4af11c/2938002275/il_340x270.2938002275_i2ll.jpg
1985,rings,Double ring box Engagement ring box Ring holder Ring bearer box Wedding Proposal ring box Wedding decor Bearer box Bridal,4.9286,19.60,https://www.etsy.com/listing/566618383/double-ring-box-engagement-ring-box-ring?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=rings&ref=sr_gallery-83-1&organic_search_click=1&frs=1,https://i.etsystatic.com/10978724/d/il/26cae5/1452080265/il_340x270.1452080265_ojpi.jpg?version=1
1986,rings,Swimming Against The Current. Sterling adjustable ring. School of fish with one golden enameled fish swimming upstream. Gift for HER and HIM,4.829,49.90,https://www.etsy.com/listing/610288160/swimming-against-the-current-sterling?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=rings&ref=sr_gallery-83-2&organic_search_click=1&bes=1,https://i.etsystatic.com/6401969/c/770/612/90/32/il/1cba43/1721992417/il_340x270.1721992417_vw4c.jpg
1987,rings,Minimalist Ring Charm Pendant Necklace 24K Sterling Silver Anniversary Gift Golden Ring Necklace Birthday Gift Modern Ring Pendant Jewelry,4.982,22.28,https://www.etsy.com/listing/619279556/minimalist-ring-charm-pendant-necklace?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=rings&ref=sr_gallery-83-3&organic_search_click=1,https://i.etsystatic.com/18058810/d/il/87ffb1/1576693296/il_340x270.1576693296_l06c.jpg?version=0
1988,rings,small bowls / ring rack,4.0,26.94,https://www.etsy.com/listing/611982718/small-bowls-ring-rack?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=rings&ref=sr_gallery-83-4&organic_search_click=1,https://i.etsystatic.com/18036235/d/il/c9d315/1549096936/il_340x270.1549096936_c47j.jpg?version=0
1989,rings,"Alabaster box, stone box, ceramic box, butterfly box, rose box, rose trinket box, trinket box, alabaster trinket box, ceramic ring box,",4.7,17.98,https://www.etsy.com/listing/635725617/alabaster-box-stone-box-ceramic-box?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=rings&ref=sr_gallery-83-5&organic_search_click=1&cns=1,https://i.etsystatic.com/7860747/d/il/8d5bd4/2504148461/il_340x270.2504148461_jiwv.jpg?version=0
1990,rings,"Clam Seashell Silver Edge Ring Dish, Jewellery Box, Art Deco Style Trinket Box, Sweet Dish, Soap Dish",4.9375,57.47,https://www.etsy.com/listing/852467118/clam-seashell-silver-edge-ring-dish?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=rings&ref=sr_gallery-83-6&organic_search_click=1,https://i.etsystatic.com/23793480/d/il/78a334/2558073537/il_340x270.2558073537_kp74.jpg?version=0
1991,rings,"Ring Dish, Trinket Fox Dish, Office Decor, Keepsake Dish, Catch All Dish, Funky Dish,",5.0,63.30,https://www.etsy.com/listing/800811556/ring-dish-trinket-fox-dish-office-decor?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=rings&ref=sr_gallery-83-7&organic_search_click=1,https://i.etsystatic.com/9810080/c/632/501/0/170/il/f128ab/2376897569/il_340x270.2376897569_ckd1.jpg
1992,rings,180 glass bead rings on strand MAUVE Lampwork Ø 6 mm,4.9823,6.37,https://www.etsy.com/listing/637391992/180-glass-bead-rings-on-strand-mauve?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=rings&ref=sr_gallery-83-8&organic_search_click=1&cns=1,https://i.etsystatic.com/18400962/d/il/319104/1651702474/il_340x270.1651702474_7kr9.jpg?version=0
1993,rings,"Cushion Diamond, 11.48 ct J I1 Loose Solitaire Diamond, Cushion shape Diamond, Loose Diamond, Natural Diamond, cushion diamond ring, pendant",4.8519,"19,499.99",https://www.etsy.com/listing/963862609/cushion-diamond-1148-ct-j-i1-loose?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=rings&ref=sc_gallery-84-1&plkey=38652270f70b90ff8a067b42d69dbfc015c5ad87%3A963862609&frs=1,https://i.etsystatic.com/11240912/d/il/741954/2876051966/il_340x270.2876051966_dsa4.jpg?version=0
1994,rings,The Kila -- Pear Cut Pave Moissanite Engagement Ring in 18K Rose Gold,0.0,"1,388.67",https://www.etsy.com/listing/988492491/the-kila-pear-cut-pave-moissanite?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=rings&ref=sc_gallery-84-2&plkey=1eb2a6b13cd50d64ad95e4b0dd3601904aebe195%3A988492491&frs=1&col=1,https://i.etsystatic.com/28641010/d/il/4f5468/3016900691/il_340x270.3016900691_mhls.jpg?version=0
1995,rings,"Sterling Silver Septum Rings, Swirls, Hammered Crescent with ball",4.625,18.78,https://www.etsy.com/listing/599862780/sterling-silver-septum-rings-swirls?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=rings&ref=sc_gallery-84-3&plkey=584ced428262eed74b2b02ee2f8a23938fa96531%3A599862780,https://i.etsystatic.com/13823871/d/il/6e979c/1548930145/il_340x270.1548930145_qlz7.jpg?version=1
1996,rings,White gold ring 750 kt 18 with diamond kt 0.14,0.0,734.84,https://www.etsy.com/listing/967453429/white-gold-ring-750-kt-18-with-diamond?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=rings&ref=sc_gallery-84-4&plkey=e10129b0e17fdb568ebf35e385ecf61c2b535783%3A967453429&frs=1,https://i.etsystatic.com/27987917/c/1630/1296/193/961/il/4af11c/2938002275/il_340x270.2938002275_i2ll.jpg
1997,rings,Starburst Rose Gold Necklace Crystal North Star Necklace Shining Star Resizable Ring Compass Necklace Set Delicate Valentines Day Gift,4.9178,27.56,https://www.etsy.com/listing/723965698/starburst-rose-gold-necklace-crystal?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=rings&ref=sr_gallery-84-1&organic_search_click=1&pro=1,https://i.etsystatic.com/16326125/d/il/82c6f6/2072558995/il_340x270.2072558995_9u7t.jpg?version=1
1998,rings,Asian wooden box - hunting scene box - Vintage ring box - box gift - ring box vintage - Asian box -  Middle Eastern Trinket box,4.9231,27.56,https://www.etsy.com/listing/653209039/asian-wooden-box-hunting-scene-box?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=rings&ref=sr_gallery-84-2&organic_search_click=1&pro=1&frs=1,https://i.etsystatic.com/10372740/d/il/7d8a94/1707566097/il_340x270.1707566097_nc2h.jpg?version=0
1999,rings,"Concrete jewelry necklace & ring and earrings, necklace with pendant, gold silver jewelry",4.9668,47.76,https://www.etsy.com/listing/760739655/concrete-jewelry-necklace-ring-and?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=rings&ref=sr_gallery-84-3&organic_search_click=1,https://i.etsystatic.com/20497117/c/2250/1789/0/729/il/22a01f/2889955103/il_340x270.2889955103_az3a.jpg
2000,rings,"Ring Dish, Trinket Fox Dish, Office Decor, Keepsake Dish, Catch All Dish, Funky Dish,",5.0,63.30,https://www.etsy.com/listing/814689289/ring-dish-trinket-fox-dish-office-decor?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=rings&ref=sr_gallery-84-4&organic_search_click=1,https://i.etsystatic.com/9810080/c/1061/842/31/0/il/2bb2dc/2377367175/il_340x270.2377367175_3ee7.jpg
2001,rings,Mens seal sized ashes ring 14x10mm ring,5.0,122.28,https://www.etsy.com/listing/880146612/mens-seal-sized-ashes-ring-14x10mm-ring?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=rings&ref=sr_gallery-84-5&organic_search_click=1&col=1,https://i.etsystatic.com/22507545/d/il/ffe14d/2666411359/il_340x270.2666411359_rla7.jpg?version=0
2002,rings,"Zodiac Sign Ring - Silver - Carved Sign Ring, Constellation Ring, Star Sign Ring, Astrology Ring, Star Rings, Zodiac Ring, Celestial Ring",4.458,6.40,https://www.etsy.com/listing/859555769/zodiac-sign-ring-silver-carved-sign-ring?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=rings&ref=sr_gallery-84-6&organic_search_click=1&pro=1,https://i.etsystatic.com/23626570/d/il/3eddbb/2532795691/il_340x270.2532795691_r0da.jpg?version=0
2003,rings,Accacia-wood wedding ring box,5.0,24.49,https://www.etsy.com/listing/650311862/accacia-wood-wedding-ring-box?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=rings&ref=sr_gallery-84-7&organic_search_click=1,https://i.etsystatic.com/19044799/d/il/23afd3/1801896143/il_340x270.1801896143_l3ik.jpg?version=0
2004,rings,"Jewelry stand, jewelry holder, jewelry display, jewelry hand, ring organizer, Anniversary gift, Valentine’s Day, Mother’s Day, Wedding gifts",5.0,124.92,https://www.etsy.com/listing/753782980/jewelry-stand-jewelry-holder-jewelry?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=rings&ref=sr_gallery-84-8&organic_search_click=1&frs=1,https://i.etsystatic.com/15014580/d/il/f487a1/2188715155/il_340x270.2188715155_ejwy.jpg?version=0
2005,rings,The Kila -- Pear Cut Pave Moissanite Engagement Ring in 18K Rose Gold,0.0,"1,388.67",https://www.etsy.com/listing/988492491/the-kila-pear-cut-pave-moissanite?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=rings&ref=sc_gallery-85-1&plkey=97306d8a9076480dd3a9f76e99e2d09db01f4034%3A988492491&frs=1&col=1,https://i.etsystatic.com/28641010/d/il/4f5468/3016900691/il_340x270.3016900691_mhls.jpg?version=0
2006,rings,"Sterling Silver Septum Rings, Swirls, Hammered Crescent with ball",4.625,18.78,https://www.etsy.com/listing/599862780/sterling-silver-septum-rings-swirls?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=rings&ref=sc_gallery-85-2&plkey=32f548f7d382f4fdb93786f33d5234d50af8041a%3A599862780,https://i.etsystatic.com/13823871/d/il/6e979c/1548930145/il_340x270.1548930145_qlz7.jpg?version=1
2007,rings,White gold ring 750 kt 18 with diamond kt 0.14,0.0,734.84,https://www.etsy.com/listing/967453429/white-gold-ring-750-kt-18-with-diamond?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=rings&ref=sc_gallery-85-3&plkey=063aea4091e95da53b42e6fad7178d96992c758f%3A967453429&frs=1,https://i.etsystatic.com/27987917/c/1630/1296/193/961/il/4af11c/2938002275/il_340x270.2938002275_i2ll.jpg
2008,rings,Jewelry/ring dish,5.0,10.00,https://www.etsy.com/listing/980388475/jewelryring-dish?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=rings&ref=sc_gallery-85-4&plkey=cc1350003acdab078080b7562a9ef349047fb334%3A980388475,https://i.etsystatic.com/28376179/d/il/c86dff/2939308626/il_340x270.2939308626_bvta.jpg?version=0
2009,rings,"butterfly ring box, COMMA BUTTERFLY ring box, butterfly cufflink box, butterfly jewelry box, wooden ring box, proposal ring box",4.9231,51.79,https://www.etsy.com/listing/264069208/butterfly-ring-box-comma-butterfly-ring?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=rings&ref=sr_gallery-85-1&organic_search_click=1&frs=1,https://i.etsystatic.com/9594639/c/1125/893/0/354/il/8e6be2/903709745/il_340x270.903709745_p3w0.jpg
2010,rings,Tiger Eye Jewelry Set - Necklace and Ring - Natural Stones - Medieval - Fantasy - Celtic - Pagan - Gemstones - Crystal - Lithotherapy,4.9097,61.24,https://www.etsy.com/listing/692518460/tiger-eye-jewelry-set-necklace-and-ring?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=rings&ref=sr_gallery-85-2&organic_search_click=1&frs=1,https://i.etsystatic.com/9322754/d/il/1d0665/1877768408/il_340x270.1877768408_o912.jpg?version=0
2011,rings,Earrings Creole rings and pearls,5.0,10.90,https://www.etsy.com/listing/931859863/earrings-creole-rings-and-pearls?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=rings&ref=sr_gallery-85-3&organic_search_click=1&cns=1,https://i.etsystatic.com/26498533/d/il/5b772d/2857945857/il_340x270.2857945857_jcm8.jpg?version=0
2012,rings,"Septum Ring, Septum Piercing, Tribal Septum, Brass Septum Ring, Gold Septum, Nose Ring, Indian Septum Ring, Nose Hoop, Tragus Ring",4.7821,6.12,https://www.etsy.com/listing/274979524/septum-ring-septum-piercing-tribal?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=rings&ref=sr_gallery-85-4&organic_search_click=1&pro=1,https://i.etsystatic.com/11764143/d/il/c54840/951943986/il_340x270.951943986_m8rk.jpg?version=0
2013,rings,Junipurr Starfire Seam Ring 1.2mm 16g,0.0,302.11,https://www.etsy.com/listing/975212813/junipurr-starfire-seam-ring-12mm-16g?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=rings&ref=sr_gallery-85-5&organic_search_click=1,https://i.etsystatic.com/28037983/d/il/7d99ec/2967747859/il_340x270.2967747859_rltp.jpg?version=0
2014,rings,Minimalist Gold Air Dry Clay Bowl Ring - Faux Grey Concrete Slate Dish - Small Bowl Dark Natural Clay Jewelry Storage - Made in France Gift,5.0,19.60,https://www.etsy.com/listing/930884170/minimalist-gold-air-dry-clay-bowl-ring?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=rings&ref=sr_gallery-85-6&organic_search_click=1,https://i.etsystatic.com/26226237/c/1967/1562/430/253/il/260e61/2850999917/il_340x270.2850999917_8lgh.jpg
2015,rings,vegan girls taste better Badge bottle opener key ring T-Shirt Transfer,4.4759,1.73,https://www.etsy.com/listing/843507825/vegan-girls-taste-better-badge-bottle?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=rings&ref=sr_gallery-85-7&organic_search_click=1&col=1,https://i.etsystatic.com/19544669/d/il/49a802/2428540940/il_340x270.2428540940_d3ja.jpg?version=0
2016,rings,"Heart Halo Breastmilk Ring, 925 sterling silver ring, DIY Breastmilk kit, DNA and keepsake Jewelry, Breastmilk Jewelry",4.4872,79.61,https://www.etsy.com/listing/926785529/heart-halo-breastmilk-ring-925-sterling?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=rings&ref=sr_gallery-85-8&organic_search_click=1&frs=1,https://i.etsystatic.com/16793940/c/1695/1347/601/427/il/f5adac/2743224508/il_340x270.2743224508_mn2j.jpg
2017,rings,The Kila -- Pear Cut Pave Moissanite Engagement Ring in 18K Rose Gold,0.0,"1,388.67",https://www.etsy.com/listing/988492491/the-kila-pear-cut-pave-moissanite?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=rings&ref=sc_gallery-86-1&plkey=5f9c002f91b1a0918068a2824945e6c00cac8a67%3A988492491&frs=1&col=1,https://i.etsystatic.com/28641010/d/il/4f5468/3016900691/il_340x270.3016900691_mhls.jpg?version=0
